experiment_name,experiment_date,cluster_name,gpu_type,gpu_memory,collective,operation,algorithm,num_nodes,num_gpus,num_channels,num_chunks,buffer_size,gpus_as_nodes,iteration,message_size,count,dtype,redop,root,oop_time,oop_alg_bw,oop_bus_bw,oop_num_wrong,ip_time,ip_alg_bw,ip_bus_bw,ip_num_wrong
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,131072,32768,float,sum,-1,7454.3,0.02,0.03,0,7401.5,0.02,0.03,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,262144,65536,float,sum,-1,7480.2,0.04,0.07,0,7512.0,0.03,0.07,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,524288,131072,float,sum,-1,7495.7,0.07,0.14,0,7531.5,0.07,0.14,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,1048576,262144,float,sum,-1,7387.6,0.14,0.28,0,7468.0,0.14,0.28,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,2097152,524288,float,sum,-1,7236.5,0.29,0.57,0,7270.2,0.29,0.57,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,4194304,1048576,float,sum,-1,7025.9,0.6,1.18,0,6974.5,0.6,1.18,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,8388608,2097152,float,sum,-1,6508.6,1.29,2.54,0,6325.5,1.33,2.61,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,16777216,4194304,float,sum,-1,9595.4,1.75,3.44,0,9633.4,1.74,3.43,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,33554432,8388608,float,sum,-1,18422.0,1.82,3.59,0,18508.0,1.81,3.57,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,67108864,16777216,float,sum,-1,37566.0,1.79,3.52,0,37270.0,1.8,3.55,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,134217728,33554432,float,sum,-1,74655.0,1.8,3.54,0,74488.0,1.8,3.55,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,256,1,false,1,268435456,67108864,float,sum,-1,147976.0,1.81,3.57,0,147902.0,1.81,3.57,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,65536,16384,float,sum,-1,3814.9,0.02,0.03,0,3963.1,0.02,0.03,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,131072,32768,float,sum,-1,3642.8,0.04,0.07,0,3618.7,0.04,0.07,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,262144,65536,float,sum,-1,3574.2,0.07,0.14,0,3596.6,0.07,0.14,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,524288,131072,float,sum,-1,3466.1,0.15,0.3,0,3423.6,0.15,0.3,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,1048576,262144,float,sum,-1,3352.3,0.31,0.62,0,3356.5,0.31,0.62,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,2097152,524288,float,sum,-1,3498.5,0.6,1.18,0,3500.0,0.6,1.18,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,4194304,1048576,float,sum,-1,4109.0,1.02,2.01,0,4120.9,1.02,2.0,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,8388608,2097152,float,sum,-1,6472.2,1.3,2.55,0,6473.2,1.3,2.55,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,16777216,4194304,float,sum,-1,11564.0,1.45,2.86,0,11592.0,1.45,2.85,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,33554432,8388608,float,sum,-1,20849.0,1.61,3.17,0,20953.0,1.6,3.15,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,67108864,16777216,float,sum,-1,40673.0,1.65,3.25,0,40692.0,1.65,3.25,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,134217728,33554432,float,sum,-1,73354.0,1.83,3.6,0,67833.0,1.98,3.9,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,2,1,false,1,268435456,67108864,float,sum,-1,134919.0,1.99,3.92,0,135199.0,1.99,3.91,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,65536,16384,float,sum,-1,4706.9,0.01,0.03,0,4767.1,0.01,0.03,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,131072,32768,float,sum,-1,4727.1,0.03,0.05,0,4734.6,0.03,0.05,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,262144,65536,float,sum,-1,4654.7,0.06,0.11,0,4658.8,0.06,0.11,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,524288,131072,float,sum,-1,4544.2,0.12,0.23,0,4577.7,0.11,0.23,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,1048576,262144,float,sum,-1,4401.1,0.24,0.47,0,4324.4,0.24,0.48,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,2097152,524288,float,sum,-1,4559.7,0.46,0.91,0,4532.2,0.46,0.91,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,4194304,1048576,float,sum,-1,5349.1,0.78,1.54,0,5343.3,0.78,1.55,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,8388608,2097152,float,sum,-1,7800.2,1.08,2.12,0,7825.2,1.07,2.11,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,16777216,4194304,float,sum,-1,14558.0,1.15,2.27,0,14548.0,1.15,2.27,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,33554432,8388608,float,sum,-1,22552.0,1.49,2.93,0,22576.0,1.49,2.93,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,67108864,16777216,float,sum,-1,40960.0,1.64,3.23,0,40825.0,1.64,3.24,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,134217728,33554432,float,sum,-1,81333.0,1.65,3.25,0,77841.0,1.72,3.39,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,ring,16,64,4,1,4,false,0,268435456,67108864,float,sum,-1,139817.0,1.92,3.78,0,161236.0,1.66,3.28,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,4,4,false,1,65536,16384,float,sum,-1,432.5,0.15,0.3,0,435.1,0.15,0.3,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,4,4,false,1,131072,32768,float,sum,-1,460.3,0.28,0.56,0,428.5,0.31,0.6,0
Mercury,2024-03-28,frontera,RTX5000,16GB,all-reduce,sum,binary-tree,16,64,2,4,4,false,1,262144,65536,float,sum,-1,506.1,0.52,1.02,0,469.2,0.56,1.1,0
